"","sample_id","experiment","conc_level","conc","conc_unit","time_level","exposure_type","time","time_unit","acta2_log2fc","acta2_fc","acta2_pvalue","acta2_padj","col1a1_log2fc","col1a1_fc","col1a1_pvalue","col1a1_padj","Single_cell_necrosis","Necrosis","Necrosis_fibrinoid","Fibrosis"
"117","tg_rliver_repeat_allylalcohol_t6_c2","allyl alcohol",2,10,"mg/kg",6,"repeat",8,"day",-0.065,0.955945318,0.445850097,0.934689907,-0.463,0.725476104,0.114919564,0.822437984,NA,NA,NA,NA
"118","tg_rliver_repeat_allylalcohol_t6_c3","allyl alcohol",3,30,"mg/kg",6,"repeat",8,"day",-0.152,0.90000193,0.257767155,0.703219882,-0.61,0.655196702,0.087514388,0.525767134,"no","yes","no","yes"
"119","tg_rliver_repeat_allylalcohol_t7_c1","allyl alcohol",1,3,"mg/kg",7,"repeat",15,"day",0.1,1.071773463,0.466529644,0.999415085,-0.092,0.938221197,0.670898904,0.999415085,NA,NA,NA,NA
"120","tg_rliver_repeat_allylalcohol_t7_c2","allyl alcohol",2,10,"mg/kg",7,"repeat",15,"day",0.158,1.115739322,0.160056356,0.690329615,0.048,1.033830736,0.833078465,0.970060715,"no","yes","no","no"
"121","tg_rliver_repeat_allylalcohol_t7_c3","allyl alcohol",3,30,"mg/kg",7,"repeat",15,"day",0.203,1.151089491,0.223636439,0.729606684,0.773,1.708819482,0.138593914,0.640271188,"no","yes","no","yes"
"122","tg_rliver_repeat_allylalcohol_t8_c1","allyl alcohol",1,3,"mg/kg",8,"repeat",29,"day",-0.092,0.938221197,0.413639484,0.942235176,-0.133,0.911933166,0.401897556,0.939533206,NA,NA,NA,NA
"123","tg_rliver_repeat_allylalcohol_t8_c2","allyl alcohol",2,10,"mg/kg",8,"repeat",29,"day",0.204,1.151887642,0.089766173,0.939849824,-0.175,0.885767519,0.489609477,0.971648363,"no","no","no","yes"
"124","tg_rliver_repeat_allylalcohol_t8_c3","allyl alcohol",3,30,"mg/kg",8,"repeat",29,"day",0.113,1.081474763,0.346200616,0.972455116,0.41,1.328685814,0.441529935,0.979171043,"no","no","no","yes"
"125","tg_rliver_repeat_amiodarone_t5_c1","amiodarone",1,20,"mg/kg",5,"repeat",4,"day",0.104,1.074749173,0.493980744,0.987550176,0.35,1.274560627,0.038505662,0.979266545,NA,NA,NA,NA
"126","tg_rliver_repeat_amiodarone_t5_c2","amiodarone",2,60,"mg/kg",5,"repeat",4,"day",0.106,1.076240125,0.507963954,0.999885932,-0.078,0.947370071,0.407569121,0.999885932,NA,NA,NA,NA
"127","tg_rliver_repeat_amiodarone_t5_c3","amiodarone",3,200,"mg/kg",5,"repeat",4,"day",-0.053,0.963929808,0.7108077,0.947554328,-0.013,0.991029563,0.941076728,0.991485195,NA,NA,NA,NA
"128","tg_rliver_repeat_amiodarone_t6_c1","amiodarone",1,20,"mg/kg",6,"repeat",8,"day",0.197,1.146312186,0.098757523,0.952922636,0.208,1.155085785,0.615553992,0.985331063,NA,NA,NA,NA
"129","tg_rliver_repeat_amiodarone_t6_c2","amiodarone",2,60,"mg/kg",6,"repeat",8,"day",0.127,1.092020546,0.234650548,0.960128318,-0.045,0.969289817,0.866208817,0.994951254,NA,NA,NA,NA
"130","tg_rliver_repeat_amiodarone_t6_c3","amiodarone",3,200,"mg/kg",6,"repeat",8,"day",0.128,1.092777739,0.41445962,0.801881275,-0.507,0.703684188,0.085291597,0.477420542,NA,NA,NA,NA
"131","tg_rliver_repeat_amiodarone_t7_c1","amiodarone",1,20,"mg/kg",7,"repeat",15,"day",0.035,1.024556823,0.775365529,0.999406897,0.081,1.057750964,0.787418909,0.999406897,NA,NA,NA,NA
"132","tg_rliver_repeat_amiodarone_t7_c2","amiodarone",2,60,"mg/kg",7,"repeat",15,"day",0.001,1.000693387,0.991638573,0.999741,-0.139,0.908148418,0.587833602,0.99675852,NA,NA,NA,NA
"133","tg_rliver_repeat_amiodarone_t7_c3","amiodarone",3,200,"mg/kg",7,"repeat",15,"day",-0.023,0.984184022,0.836890812,0.920890513,-0.992,0.50278029,0.001713923,0.02928551,NA,NA,NA,NA
"134","tg_rliver_repeat_amiodarone_t8_c1","amiodarone",1,20,"mg/kg",8,"repeat",29,"day",-0.081,0.945402117,0.30582888,0.99997507,-0.214,0.862143545,0.394028802,0.99997507,NA,NA,NA,NA
"135","tg_rliver_repeat_amiodarone_t8_c2","amiodarone",2,60,"mg/kg",8,"repeat",29,"day",0.023,1.016070143,0.813980043,0.982971281,-0.049,0.966606097,0.803608834,0.980843136,NA,NA,NA,NA
"136","tg_rliver_repeat_amiodarone_t8_c3","amiodarone",3,200,"mg/kg",8,"repeat",29,"day",-0.064,0.956608158,0.45411563,0.708364177,-0.94,0.52123288,0.002215065,0.035972858,NA,NA,NA,NA
"137","tg_rliver_repeat_amitriptyline_t5_c1","amitriptyline",1,15,"mg/kg",5,"repeat",4,"day",0.09,1.064370182,0.496265451,0.999686555,0.073,1.051901779,0.540002069,0.999686555,"no","yes","no","no"
"138","tg_rliver_repeat_amitriptyline_t5_c2","amitriptyline",2,50,"mg/kg",5,"repeat",4,"day",-0.094,0.936921447,0.422777722,0.713275529,-0.15,0.901250463,0.387576871,0.694555594,NA,NA,NA,NA
"139","tg_rliver_repeat_amitriptyline_t5_c3","amitriptyline",3,150,"mg/kg",5,"repeat",4,"day",0.029,1.020304659,0.76831149,0.897146761,-0.175,0.885767519,0.24184664,0.527865144,NA,NA,NA,NA
"140","tg_rliver_repeat_amitriptyline_t6_c1","amitriptyline",1,15,"mg/kg",6,"repeat",8,"day",0.067,1.047536127,0.423064165,0.998767834,-0.216,0.860949188,0.258716327,0.998767834,"no","yes","no","no"
"141","tg_rliver_repeat_amitriptyline_t6_c2","amitriptyline",2,50,"mg/kg",6,"repeat",8,"day",-0.037,0.974679631,0.652667988,0.964530383,-0.16,0.895025071,0.452312758,0.926899787,"no","yes","no","no"
"142","tg_rliver_repeat_amitriptyline_t6_c3","amitriptyline",3,150,"mg/kg",6,"repeat",8,"day",0.102,1.073260286,0.304591191,0.631142702,-0.46,0.726986259,0.030792247,0.210943544,NA,NA,NA,NA
"143","tg_rliver_repeat_amitriptyline_t7_c1","amitriptyline",1,15,"mg/kg",7,"repeat",15,"day",-0.058,0.960594864,0.710519181,0.930797,-0.087,0.941478465,0.601411489,0.905039523,NA,NA,NA,NA
"144","tg_rliver_repeat_amitriptyline_t7_c2","amitriptyline",2,50,"mg/kg",7,"repeat",15,"day",0.055,1.038859103,0.677836655,0.999921893,-0.253,0.839149637,0.145762641,0.999921893,NA,NA,NA,NA
"145","tg_rliver_repeat_amitriptyline_t7_c3","amitriptyline",3,150,"mg/kg",7,"repeat",15,"day",-0.088,0.940826108,0.49393191,0.815649116,-0.233,0.85086373,0.168585645,0.626580068,NA,NA,NA,NA
"146","tg_rliver_repeat_amitriptyline_t8_c1","amitriptyline",1,15,"mg/kg",8,"repeat",29,"day",-0.055,0.962594443,0.650197984,0.936355822,-0.329,0.796088099,0.038819218,0.784069875,NA,NA,NA,NA
"147","tg_rliver_repeat_amitriptyline_t8_c2","amitriptyline",2,50,"mg/kg",8,"repeat",29,"day",0.019,1.0132569,0.907305021,0.999781314,-0.484,0.714992493,0.004112828,0.999781314,NA,NA,NA,NA
"148","tg_rliver_repeat_amitriptyline_t8_c3","amitriptyline",3,150,"mg/kg",8,"repeat",29,"day",-0.07,0.952637998,0.628540312,0.893589861,-0.217,0.860352631,0.147070124,0.574100026,NA,NA,NA,NA
"149","tg_rliver_repeat_amphotericinb_t5_c1","amphotericin b",1,0.1,"mg/kg",5,"repeat",4,"day",0.087,1.062159186,0.558897115,0.925226761,-0.004,0.997231251,0.976656533,0.995736602,NA,NA,NA,NA
"150","tg_rliver_repeat_amphotericinb_t5_c2","amphotericin b",2,0.3,"mg/kg",5,"repeat",4,"day",-0.009,0.993781093,0.957605378,0.994813045,-0.15,0.901250463,0.415793523,0.889508006,NA,NA,NA,NA
"151","tg_rliver_repeat_amphotericinb_t5_c3","amphotericin b",3,1,"mg/kg",5,"repeat",4,"day",-0.097,0.934975198,0.429146056,0.843307126,0.031,1.021720083,0.861154642,0.972065357,NA,NA,NA,NA
"152","tg_rliver_repeat_amphotericinb_t6_c1","amphotericin b",1,0.1,"mg/kg",6,"repeat",8,"day",-0.043,0.97063447,0.653386936,0.976319249,-0.04,0.972654947,0.772505794,0.982292074,NA,NA,NA,NA
"153","tg_rliver_repeat_amphotericinb_t6_c2","amphotericin b",2,0.3,"mg/kg",6,"repeat",8,"day",-0.044,0.96996191,0.781336842,0.982676285,-0.136,0.910038824,0.398554007,0.94023551,NA,NA,NA,NA
"154","tg_rliver_repeat_amphotericinb_t6_c3","amphotericin b",3,1,"mg/kg",6,"repeat",8,"day",0.2,1.148698355,0.08912434,0.789417566,-0.52,0.697371833,0.002653636,0.734967399,NA,NA,NA,NA
"155","tg_rliver_repeat_amphotericinb_t7_c1","amphotericin b",1,0.1,"mg/kg",7,"repeat",15,"day",0.084,1.059952783,0.604187042,0.991661026,-0.113,0.924663278,0.284785556,0.991661026,NA,NA,NA,NA
"156","tg_rliver_repeat_amphotericinb_t7_c2","amphotericin b",2,0.3,"mg/kg",7,"repeat",15,"day",0.158,1.115739322,0.280338549,0.954185543,-0.303,0.81056512,0.099822392,0.953787722,NA,NA,NA,NA
"157","tg_rliver_repeat_amphotericinb_t7_c3","amphotericin b",3,1,"mg/kg",7,"repeat",15,"day",-0.114,0.924022572,0.435794153,0.905019013,-0.349,0.785128119,0.022694394,0.655457901,NA,NA,NA,NA
"158","tg_rliver_repeat_amphotericinb_t8_c1","amphotericin b",1,0.1,"mg/kg",8,"repeat",29,"day",0.053,1.037419937,0.776722355,0.99889981,0.068,1.048262476,0.839288726,0.99889981,NA,NA,NA,NA
"159","tg_rliver_repeat_amphotericinb_t8_c2","amphotericin b",2,0.3,"mg/kg",8,"repeat",29,"day",0.291,1.223488041,0.031626431,0.690030729,-0.248,0.842062954,0.548488295,0.909052723,NA,NA,NA,NA
"160","tg_rliver_repeat_amphotericinb_t8_c3","amphotericin b",3,1,"mg/kg",8,"repeat",29,"day",0.279,1.21335356,0.015173816,0.509817007,-0.341,0.789493887,0.325380941,0.827648418,NA,NA,NA,NA
"161","tg_rliver_repeat_aspirin_t5_c1","aspirin",1,45,"mg/kg",5,"repeat",4,"day",0.198,1.147107024,0.133724172,0.875590874,-0.112,0.925304428,0.574213777,0.963009517,NA,NA,NA,NA
"162","tg_rliver_repeat_aspirin_t5_c2","aspirin",2,150,"mg/kg",5,"repeat",4,"day",-0.186,0.879039561,0.080393034,0.998817441,-0.444,0.735093668,0.0504793,0.998817441,NA,NA,NA,NA
"163","tg_rliver_repeat_aspirin_t5_c3","aspirin",3,450,"mg/kg",5,"repeat",4,"day",0.06,1.042465761,0.482694055,0.805687578,-0.432,0.741233505,0.045357028,0.384197465,NA,NA,NA,NA
"164","tg_rliver_repeat_aspirin_t6_c1","aspirin",1,45,"mg/kg",6,"repeat",8,"day",-0.042,0.971307496,0.716077153,0.995385537,-0.064,0.956608158,0.591833357,0.993055,"no","yes","no","no"
"165","tg_rliver_repeat_aspirin_t6_c2","aspirin",2,150,"mg/kg",6,"repeat",8,"day",-0.08,0.946057647,0.554933625,0.999038856,-0.346,0.786762445,0.050406668,0.973557315,NA,NA,NA,NA
"166","tg_rliver_repeat_aspirin_t6_c3","aspirin",3,450,"mg/kg",6,"repeat",8,"day",-0.135,0.910669834,0.318278672,0.813417879,-0.068,0.953959551,0.770490648,0.966060705,NA,NA,NA,NA
"167","tg_rliver_repeat_aspirin_t7_c1","aspirin",1,45,"mg/kg",7,"repeat",15,"day",0.111,1.07997656,0.228300383,0.666597353,-0.002,0.998614666,0.987338087,0.996852094,"no","yes","no","no"
"168","tg_rliver_repeat_aspirin_t7_c2","aspirin",2,150,"mg/kg",7,"repeat",15,"day",0.025,1.017479692,0.833279797,0.950157177,-0.07,0.952637998,0.446512499,0.778461655,NA,NA,NA,NA
"169","tg_rliver_repeat_aspirin_t7_c3","aspirin",3,450,"mg/kg",7,"repeat",15,"day",0.012,1.008352455,0.892845905,0.957730165,-0.125,0.917004043,0.32723557,0.640468587,"no","yes","no","no"
"170","tg_rliver_repeat_aspirin_t8_c1","aspirin",1,45,"mg/kg",8,"repeat",29,"day",-0.147,0.90312651,0.151646997,0.999595129,-0.269,0.829894586,0.385824384,0.999595129,NA,NA,NA,NA
"171","tg_rliver_repeat_aspirin_t8_c2","aspirin",2,150,"mg/kg",8,"repeat",29,"day",0.044,1.030968319,0.653226641,0.955034082,-0.029,0.980099415,0.90473465,0.988166267,NA,NA,NA,NA
"172","tg_rliver_repeat_aspirin_t8_c3","aspirin",3,450,"mg/kg",8,"repeat",29,"day",0.009,1.006257823,0.924827481,0.981950553,-0.36,0.77916458,0.162492469,0.591713896,NA,NA,NA,NA
"173","tg_rliver_repeat_azathioprine_t5_c1","azathioprine",1,3,"mg/kg",5,"repeat",4,"day",-0.094,0.936921447,0.283804818,0.936976222,-0.089,0.940174203,0.55782935,0.978818053,NA,NA,NA,NA
"174","tg_rliver_repeat_azathioprine_t5_c2","azathioprine",2,10,"mg/kg",5,"repeat",4,"day",-0.158,0.8962667,0.091541348,0.533957985,-0.106,0.929160674,0.492536684,0.825535523,NA,NA,NA,NA
"175","tg_rliver_repeat_azathioprine_t5_c3","azathioprine",3,30,"mg/kg",5,"repeat",4,"day",-0.301,0.811689581,0.00447406,0.088805629,-0.178,0.883927531,0.173340383,0.401283418,NA,NA,NA,NA
"176","tg_rliver_repeat_azathioprine_t6_c1","azathioprine",1,3,"mg/kg",6,"repeat",8,"day",-0.142,0.906261938,0.029019873,0.536177533,-0.213,0.862741345,0.027564117,0.535178471,NA,NA,NA,NA
"177","tg_rliver_repeat_azathioprine_t6_c2","azathioprine",2,10,"mg/kg",6,"repeat",8,"day",0.143,1.104198847,0.131893789,0.554166543,0.156,1.114193651,0.060493789,0.454792815,NA,NA,NA,NA
"178","tg_rliver_repeat_azathioprine_t6_c3","azathioprine",3,30,"mg/kg",6,"repeat",8,"day",-0.143,0.905633983,0.14792052,0.431108676,-0.274,0.827023368,0.011695177,0.150086016,NA,NA,NA,NA
"179","tg_rliver_repeat_azathioprine_t7_c1","azathioprine",1,3,"mg/kg",7,"repeat",15,"day",-0.061,0.958599438,0.59826784,0.934956111,0.116,1.083725967,0.317293782,0.88524833,NA,NA,NA,NA
"180","tg_rliver_repeat_azathioprine_t7_c2","azathioprine",2,10,"mg/kg",7,"repeat",15,"day",0.041,1.028826708,0.708489141,0.860162733,0.142,1.10343374,0.284420031,0.551965002,NA,NA,NA,NA
"181","tg_rliver_repeat_azathioprine_t7_c3","azathioprine",3,30,"mg/kg",7,"repeat",15,"day",-0.061,0.958599438,0.656123474,0.854192701,-0.116,0.922742493,0.379035694,0.685106156,"no","yes","no","no"
"182","tg_rliver_repeat_azathioprine_t8_c1","azathioprine",1,3,"mg/kg",8,"repeat",29,"day",0.006,1.004167543,0.940831793,0.994678717,0.238,1.179356592,0.053843021,0.863116718,NA,NA,NA,NA
"183","tg_rliver_repeat_azathioprine_t8_c2","azathioprine",2,10,"mg/kg",8,"repeat",29,"day",0.056,1.039579435,0.547976297,0.779776699,0.096,1.068805991,0.356405615,0.639721222,"no","yes","no","no"
"184","tg_rliver_repeat_azathioprine_t8_c3","azathioprine",3,30,"mg/kg",8,"repeat",29,"day",0.027,1.018891197,0.785642312,0.908430704,-0.1,0.933032992,0.334909309,0.617140888,NA,NA,NA,NA
"185","tg_rliver_repeat_bendazac_t5_c1","bendazac",1,30,"mg/kg",5,"repeat",4,"day",0.036,1.025267238,0.645428127,0.987991854,0.236,1.17772279,0.011446765,0.842153674,NA,NA,NA,NA
"186","tg_rliver_repeat_bendazac_t5_c2","bendazac",2,100,"mg/kg",5,"repeat",4,"day",0.403,1.322254605,0.002084135,0.562858098,0.35,1.274560627,0.000855434,0.559874513,"no","yes","no","no"
"187","tg_rliver_repeat_bendazac_t5_c3","bendazac",3,300,"mg/kg",5,"repeat",4,"day",0.256,1.194163187,0.010384036,0.199255417,-0.007,0.995159722,0.926016289,0.974864421,"yes","no","no","no"
"188","tg_rliver_repeat_bendazac_t6_c1","bendazac",1,30,"mg/kg",6,"repeat",8,"day",0.544,1.458009379,0.001717682,0.723835603,-0.105,0.929804943,0.418092758,0.873767299,NA,NA,NA,NA
"189","tg_rliver_repeat_bendazac_t6_c2","bendazac",2,100,"mg/kg",6,"repeat",8,"day",0.249,1.188383105,0.018049784,0.724841369,-0.283,0.821880187,0.075654829,0.75678294,"no","yes","no","no"
"190","tg_rliver_repeat_bendazac_t6_c3","bendazac",3,300,"mg/kg",6,"repeat",8,"day",0.21,1.156688184,0.057376765,0.436163582,-0.218,0.859756486,0.164649071,0.624407458,"yes","no","no","no"
"191","tg_rliver_repeat_bendazac_t7_c1","bendazac",1,30,"mg/kg",7,"repeat",15,"day",-0.08,0.946057647,0.342373422,0.982946343,-0.241,0.846158597,0.385616441,0.984774895,NA,NA,NA,NA
"192","tg_rliver_repeat_bendazac_t7_c2","bendazac",2,100,"mg/kg",7,"repeat",15,"day",-0.056,0.961927455,0.536096001,0.972469777,-0.619,0.651122095,0.037646593,0.913311836,"no","no","no","yes"
"193","tg_rliver_repeat_bendazac_t7_c3","bendazac",3,300,"mg/kg",7,"repeat",15,"day",0.077,1.054822317,0.540894306,0.869251617,-0.364,0.777007269,0.220223634,0.673888532,"yes","yes","no","no"
"194","tg_rliver_repeat_bendazac_t8_c1","bendazac",1,30,"mg/kg",8,"repeat",29,"day",-0.032,0.978063473,0.776416888,0.998902303,-0.129,0.914465089,0.475011766,0.998902303,NA,NA,NA,NA
"195","tg_rliver_repeat_bendazac_t8_c2","bendazac",2,100,"mg/kg",8,"repeat",29,"day",-0.074,0.950000383,0.630030884,0.999335226,-0.26,0.835087919,0.18748586,0.999335226,NA,NA,NA,NA
"196","tg_rliver_repeat_bendazac_t8_c3","bendazac",3,300,"mg/kg",8,"repeat",29,"day",0.064,1.0453601,0.561021537,0.86082632,-0.208,0.865736566,0.262384014,0.693880974,"yes","no","no","no"
"197","tg_rliver_repeat_benzbromarone_t5_c1","benzbromarone",1,20,"mg/kg",5,"repeat",4,"day",-0.081,0.945402117,0.602309428,0.999614876,0.107,1.076986376,0.196691966,0.999614876,NA,NA,NA,NA
"198","tg_rliver_repeat_benzbromarone_t5_c2","benzbromarone",2,60,"mg/kg",5,"repeat",4,"day",-0.234,0.85027416,0.155179207,0.571725824,0.054,1.038139271,0.48728134,0.820106683,NA,NA,NA,NA
"199","tg_rliver_repeat_benzbromarone_t5_c3","benzbromarone",3,200,"mg/kg",5,"repeat",4,"day",-0.262,0.833931044,0.153328697,0.401594374,-0.189,0.877213549,0.202959997,0.464495255,NA,NA,NA,NA
"200","tg_rliver_repeat_benzbromarone_t6_c1","benzbromarone",1,20,"mg/kg",6,"repeat",8,"day",-0.159,0.89564567,0.045312296,0.735616265,0.358,1.281647924,0.000317865,0.247742681,NA,NA,NA,NA
"201","tg_rliver_repeat_benzbromarone_t6_c2","benzbromarone",2,60,"mg/kg",6,"repeat",8,"day",0.03,1.021012126,0.765522683,0.932442792,-0.055,0.962594443,0.628618774,0.885838794,NA,NA,NA,NA
"202","tg_rliver_repeat_benzbromarone_t6_c3","benzbromarone",3,200,"mg/kg",6,"repeat",8,"day",-0.081,0.945402117,0.448692678,0.718312969,0.14,1.101905116,0.384777742,0.669684369,NA,NA,NA,NA
"203","tg_rliver_repeat_benzbromarone_t7_c1","benzbromarone",1,20,"mg/kg",7,"repeat",15,"day",-0.133,0.911933166,0.153111954,0.892888646,0,1,0.995640688,0.999709658,NA,NA,NA,NA
"204","tg_rliver_repeat_benzbromarone_t7_c2","benzbromarone",2,60,"mg/kg",7,"repeat",15,"day",-0.094,0.936921447,0.323935041,0.692393137,0.107,1.076986376,0.379394028,0.729773106,NA,NA,NA,NA
"205","tg_rliver_repeat_benzbromarone_t7_c3","benzbromarone",3,200,"mg/kg",7,"repeat",15,"day",-0.057,0.961260928,0.574324515,0.756464486,0.356,1.279872414,0.001954498,0.022789932,NA,NA,NA,NA
"206","tg_rliver_repeat_benzbromarone_t8_c1","benzbromarone",1,20,"mg/kg",8,"repeat",29,"day",0.126,1.091263877,0.120096174,0.89065474,0.174,1.128182137,0.132890904,0.894116084,NA,NA,NA,NA
"207","tg_rliver_repeat_benzbromarone_t8_c2","benzbromarone",2,60,"mg/kg",8,"repeat",29,"day",-0.022,0.984866443,0.773304058,0.937771682,0.103,1.074004472,0.643450131,0.890821669,NA,NA,NA,NA
"208","tg_rliver_repeat_benzbromarone_t8_c3","benzbromarone",3,200,"mg/kg",8,"repeat",29,"day",-0.071,0.951977908,0.337390602,0.659910255,0.213,1.159095952,0.09470857,0.369141594,NA,NA,NA,NA
"209","tg_rliver_repeat_benziodarone_t5_c1","benziodarone",1,30,"mg/kg",5,"repeat",4,"day",0.092,1.065846736,0.591479995,0.999615764,-0.337,0.791685866,0.076874634,0.999615764,"no","yes","no","no"
"210","tg_rliver_repeat_benziodarone_t5_c2","benziodarone",2,100,"mg/kg",5,"repeat",4,"day",0.026,1.0181852,0.849945157,0.991276799,-0.012,0.991716731,0.950035438,0.99570274,"no","yes","no","no"
"211","tg_rliver_repeat_benziodarone_t5_c3","benziodarone",3,300,"mg/kg",5,"repeat",4,"day",-0.042,0.971307496,0.747102712,0.917677114,-0.085,0.942784536,0.680209994,0.890389988,"no","yes","no","no"
"212","tg_rliver_repeat_benziodarone_t6_c1","benziodarone",1,30,"mg/kg",6,"repeat",8,"day",-0.087,0.941478465,0.65414554,0.859892825,0.29,1.222640278,0.059269479,0.443466503,"no","yes","no","no"
"213","tg_rliver_repeat_benziodarone_t6_c2","benziodarone",2,100,"mg/kg",6,"repeat",8,"day",-0.356,0.78132788,0.089846113,0.483717925,-0.115,0.923382311,0.458942471,0.775782665,"no","yes","no","no"
"214","tg_rliver_repeat_benziodarone_t6_c3","benziodarone",3,300,"mg/kg",6,"repeat",8,"day",-0.234,0.85027416,0.183563714,0.349566323,0.002,1.001387256,0.979248743,0.987826829,NA,NA,NA,NA
"215","tg_rliver_repeat_benziodarone_t7_c1","benziodarone",1,30,"mg/kg",7,"repeat",15,"day",0.056,1.039579435,0.572300128,0.964143391,0.498,1.412254404,0.094315288,0.901833138,NA,NA,NA,NA
"216","tg_rliver_repeat_benziodarone_t7_c2","benziodarone",2,100,"mg/kg",7,"repeat",15,"day",-0.156,0.897510051,0.117574601,0.628224424,0.108,1.077733145,0.606977644,0.927888948,"no","yes","no","no"
"217","tg_rliver_repeat_benziodarone_t7_c3","benziodarone",3,300,"mg/kg",7,"repeat",15,"day",-0.358,0.78024548,0.003844293,0.091815854,0.128,1.092777739,0.604196279,0.870493976,"no","yes","no","no"
"218","tg_rliver_repeat_benziodarone_t8_c1","benziodarone",1,30,"mg/kg",8,"repeat",29,"day",-0.145,0.904379378,0.37510754,0.998546452,-0.114,0.924022572,0.492767217,0.998546452,NA,NA,NA,NA
"219","tg_rliver_repeat_benziodarone_t8_c2","benziodarone",2,100,"mg/kg",8,"repeat",29,"day",-0.096,0.935623498,0.46329476,0.871745831,-0.015,0.989656656,0.921144015,0.985883762,NA,NA,NA,NA
"220","tg_rliver_repeat_benziodarone_t8_c3","benziodarone",3,300,"mg/kg",8,"repeat",29,"day",-0.087,0.941478465,0.406298063,0.817002374,-0.374,0.771640088,0.070476022,0.460269352,"no","yes","no","no"
"221","tg_rliver_repeat_bromobenzene_t5_c1","bromobenzene",1,30,"mg/kg",5,"repeat",4,"day",0.05,1.035264924,0.742981206,0.942554406,0.383,1.304050735,0.154918808,0.673036347,NA,NA,NA,NA
"222","tg_rliver_repeat_bromobenzene_t5_c2","bromobenzene",2,100,"mg/kg",5,"repeat",4,"day",-0.135,0.910669834,0.449601734,0.846660493,-0.077,0.948026965,0.751928187,0.942295658,"no","yes","no","no"
"223","tg_rliver_repeat_bromobenzene_t5_c3","bromobenzene",3,300,"mg/kg",5,"repeat",4,"day",0.315,1.244011653,0.089221948,0.340328121,0.85,1.802500925,0.064374998,0.289168672,NA,NA,NA,NA
"224","tg_rliver_repeat_bromobenzene_t6_c1","bromobenzene",1,30,"mg/kg",6,"repeat",8,"day",0.141,1.102669163,0.19192963,0.870443957,-0.014,0.990342872,0.914116688,0.995179462,NA,NA,NA,NA
"225","tg_rliver_repeat_bromobenzene_t6_c2","bromobenzene",2,100,"mg/kg",6,"repeat",8,"day",0.195,1.144724161,0.062214725,0.543861837,-0.188,0.877821798,0.199220481,0.709063936,NA,NA,NA,NA
"226","tg_rliver_repeat_bromobenzene_t6_c3","bromobenzene",3,300,"mg/kg",6,"repeat",8,"day",0.472,1.387030969,0.003752734,0.097739423,-0.002,0.998614666,0.988057253,0.997168656,NA,NA,NA,NA
"227","tg_rliver_repeat_bromobenzene_t7_c1","bromobenzene",1,30,"mg/kg",7,"repeat",15,"day",0.133,1.096571589,0.390301304,0.868129952,-0.022,0.984866443,0.801757686,0.971669072,NA,NA,NA,NA
"228","tg_rliver_repeat_bromobenzene_t7_c2","bromobenzene",2,100,"mg/kg",7,"repeat",15,"day",0.11,1.079228237,0.395917852,0.880991188,0.106,1.076240125,0.53504633,0.918288613,NA,NA,NA,NA
"229","tg_rliver_repeat_bromobenzene_t7_c3","bromobenzene",3,300,"mg/kg",7,"repeat",15,"day",0.229,1.172022284,0.128260607,0.498096733,0.179,1.132098902,0.105331047,0.468331494,"no","yes","no","no"
"230","tg_rliver_repeat_bromobenzene_t8_c1","bromobenzene",1,30,"mg/kg",8,"repeat",29,"day",-0.003,0.997922719,0.960750602,0.999867269,-0.105,0.929804943,0.270886976,0.999867269,NA,NA,NA,NA
"231","tg_rliver_repeat_bromobenzene_t8_c2","bromobenzene",2,100,"mg/kg",8,"repeat",29,"day",0.18,1.132883885,0.05393029,0.834915829,-0.063,0.957271458,0.513371894,0.950401889,NA,NA,NA,NA
"232","tg_rliver_repeat_bromobenzene_t8_c3","bromobenzene",3,300,"mg/kg",8,"repeat",29,"day",0.286,1.219255094,0.052630988,0.318022628,-0.191,0.875998315,0.199225924,0.559053028,NA,NA,NA,NA
"233","tg_rliver_repeat_bromoethylamine_t5_c1","bromoethylamine",1,2,"mg/kg",5,"repeat",4,"day",0.275,1.209994089,0.06987615,0.94506295,0.095,1.068065408,0.303442832,0.982386092,NA,NA,NA,NA
"234","tg_rliver_repeat_bromoethylamine_t5_c2","bromoethylamine",2,6,"mg/kg",5,"repeat",4,"day",-0.023,0.984184022,0.841626896,0.992279042,-0.088,0.940826108,0.411088434,0.957165509,NA,NA,NA,NA
"235","tg_rliver_repeat_bromoethylamine_t5_c3","bromoethylamine",3,20,"mg/kg",5,"repeat",4,"day",-0.12,0.920187651,0.274680613,0.869368758,-0.197,0.872362706,0.099370488,0.848959313,NA,NA,NA,NA
"236","tg_rliver_repeat_bromoethylamine_t6_c1","bromoethylamine",1,2,"mg/kg",6,"repeat",8,"day",-0.017,0.988285652,0.862292667,0.996516617,-0.061,0.958599438,0.787676911,0.995353031,NA,NA,NA,NA
"237","tg_rliver_repeat_bromoethylamine_t6_c2","bromoethylamine",2,6,"mg/kg",6,"repeat",8,"day",0.026,1.0181852,0.856259329,0.99984813,0.048,1.033830736,0.796127895,0.99984813,NA,NA,NA,NA
